Comment,cleaned_comment,Sentiment
"Everybody commenting about mass-produced iconic things isn’t getting what he’s trying to say. He’s talking about something starting off being iconic, not something that became iconic through mass production and widespread adoption after its release.","everybody, commenting, massproduced, iconic, thing, getting, trying, say, talking, something, starting, iconic, something, became, iconic, mass, production, widespread, adoption, release",Positive
"I'm not a fan of steel or aluminium outside, I think it's a thing of the past and needs to be changed, Why not like a human body? If I had Elon money to build a car I would make the skeleton steel and crash safe as possible and everything outside plastic (the skin) quality plastic/carbon fiber. It would make the vehicle not only more robust but you can easily repair parts by just replacing the damaged part If only the skin is damaged, also the car would feel much more warm during Winter time.","im, fan, steel, aluminium, outside, think, thing, past, need, changed, like, human, body, elon, money, build, car, would, make, skeleton, steel, crash, safe, possible, everything, outside, plastic, skin, quality, plasticcarbon, fiber, would, make, vehicle, robust, easily, repair, part, replacing, damaged, part, skin, damaged, also, car, would, feel, much, warm, winter, time",Positive
how many cybertruck videos can you make?,"many, cybertruck, video, make",Positive
"Really hoping that you post an actually honest review of this monstrosity.

This review wasn't it.","really, hoping, post, actually, honest, review, monstrosity, review, wasnt",Positive
"I’m more and more sure that most of the design decisions with the exterior were made because it’s a very quick, cheap and easy shape to create.","sure, design, decision, exterior, made, quick, cheap, easy, shape, create",Positive
"PT Cruiser or Veyron are still cars. Cybertruck is not a truck or device, it's a statement.","pt, cruiser, veyron, still, car, cybertruck, truck, device, statement",Positive
For me props to Elon for making something different. Let’s face it the cars like marmite (you either love it or hate it) but most affordable cars on the road all look the same. All the same body design give or take.  I like this motor but I also like marmite 😂,"prop, elon, making, something, different, let, face, car, like, marmite, either, love, hate, affordable, car, road, look, body, design, give, take, like, motor, also, like, marmite",Positive
Iconic and oxidising,"iconic, oxidising",Positive
"Head turns in 7M Lamborghini ❎
Head turns in Cyber truck ✅","head, turn, lamborghini, head, turn, cyber, truck",Positive
usually your reviews rare very detailed and you can so no bias but anything to do with tesla is a little annoying at this point. Can see a clear bias towards them but i can understand you want to keep a good relationship with them but as a viewer its not great.,"usually, review, rare, detailed, bias, anything, tesla, little, annoying, point, see, clear, bias, towards, understand, want, keep, good, relationship, viewer, great",Positive
A highly useless car that is by no means environmentally friendly.,"highly, useless, car, mean, environmentally, friendly",Positive
Robocop on the move,"robocop, move",Positive
The irony of a cybertruck having a door that wasn't installed properly - should we blame Tesla's DEI polcies? 🙃,"irony, cybertruck, door, wasnt, installed, properly, blame, tesla, dei, polcies",Positive
marques weren’t messing when he said this might be the best video they’ve ever made…,"marque, messing, said, might, best, video, ever, made",Positive
Landrover is the only brand that will properly off road with every model.,"landrover, brand, properly, road, every, model",Positive
how is drift on cyber truck ?,"drift, cyber, truck",Positive
"0:57 Is that supposed to say ""Cybertruck""? 🤔","supposed, say, cybertruck",Positive
Should get another one and keep it on ice for 20-30 years.,"get, another, one, keep, ice, year",Positive
cybertruck  is still on its first version eventually it will get fast not only quick,"cybertruck, still, first, version, eventually, get, fast, quick",Positive
"The BMW i8 is most iconic, can you do a review on that car??","bmw, iconic, review, car",Positive
Seen a matte black one in the bay.. wrapped .. it was super dope,"seen, matte, black, one, bay, wrapped, super, dope",Positive
"steer by wire also looks insanely unreal if look at the steering wheel and see the enviromant move in your peripheral vision 6:11
6:50 did he throw a hammer or did the hammer throw him xD","steer, wire, also, look, insanely, unreal, look, steering, wheel, see, enviromant, move, peripheral, vision, throw, hammer, hammer, throw, xd",Positive
"love your videos Marques, but I just HATE feets... Can you please add sensible units like meters","love, video, marque, hate, feets, please, add, sensible, unit, like, meter",Positive
"Okay but this video is iconic, the production quality is so good","okay, video, iconic, production, quality, good",Positive
its nothing but an over rated failure for people with fragile egos,"nothing, rated, failure, people, fragile, ego",Positive
"6:48 the way he gave up after the first hit😭

But to me the steel isn't overrated because that's one of it's main selling points","way, gave, first, hit, steel, isnt, overrated, thats, one, main, selling, point",Positive
Kudos to your animator! Very nice video.,"kudos, animator, nice, video",Positive
"It's not iconic, it's a prototype that made it to production without refinement.","iconic, prototype, made, production, without, refinement",Positive
14 20 man like miles😂,"man, like, miles",Positive
Hot take: Tesla’s UI and OS is so good that nobody should ever find themselves thinking they miss being able to use Carplay or Android Auto. 🤷🏻‍♂️,"hot, take, tesla, ui, o, good, nobody, ever, find, thinking, miss, able, use, carplay, android, auto",Positive
CT1 ??,ct,Positive
The first 30 seconds are like the opening of the wire 😂,"first, second, like, opening, wire",Positive
7 minutes of Marques justifying his Porsche LMAO,"minute, marque, justifying, porsche, lmao",Positive
"Right now i see the novelty and i would probably take a pic too if I would ever see it here in Europe but once the novelty wears off i would actually pity everyone that made that financial decision. All the problems that come with this toy is not worth the price. What I would like that steer by wire will become more popular with this. For heavy duty/Larger vehicles first and maybe if it makes sense for smaller vehicles as well. 

Happy for everyone though that got one, just hope they are conscious that this thing is way more capable of killing someone in traffic that a Honda Jazz...","right, see, novelty, would, probably, take, pic, would, ever, see, europe, novelty, wear, would, actually, pity, everyone, made, financial, decision, problem, come, toy, worth, price, would, like, steer, wire, become, popular, heavy, dutylarger, vehicle, first, maybe, make, sense, smaller, vehicle, well, happy, everyone, though, got, one, hope, conscious, thing, way, capable, killing, someone, traffic, honda, jazz",Positive
Great review thank you,"great, review, thank",Positive
first minute of the video looks like paid promotion.,"first, minute, video, look, like, paid, promotion",Positive
"This videos format and the way he went from point to point was quite interesting, I enjoyed it quite a lot","video, format, way, went, point, point, quite, interesting, enjoyed, quite, lot",Positive
To be fair I drive a ton but I see one basically every day (Dallas),"fair, drive, ton, see, one, basically, every, day, dallas",Positive
"27:15 I don't think cybertruck will ever ""fit in"", so I think it'll keep its status.","dont, think, cybertruck, ever, fit, think, itll, keep, status",Positive
"Love the ""Deutscher Frisbeesprort-Verband e.V."" T-Shirt :)","love, deutscher, frisbeesprortverband, ev, tshirt",Positive
Is this a Tesla mouthpiece ?,"tesla, mouthpiece",Positive
"I think you steered clear of the safety aspect because this is actually its biggest issue. It being 'a tank' doesn't actually mean it's safe, there's a reason why we don't make cars out of super-hard materials and in this shape - it's not safe. Not for pedestrians, not for other cars, not even for the person who drives it.
There's a term called 'crumple zone' that describes a vehicle's ability to deform in order to absorb shocks and minimise the impact towards the people in the car. The 'tougher' the outside of the car is, the more it amplifies the impact force on the people inside.
That's why car makers have been making panels from light and thin materials for decades and it's been proven to be the safest way to build a car.
I'm happy this thing is not legal in Europe, it would be by far the most dangerous vehicle on the road.","think, steered, clear, safety, aspect, actually, biggest, issue, tank, doesnt, actually, mean, safe, there, reason, dont, make, car, superhard, material, shape, safe, pedestrian, car, even, person, drive, there, term, called, crumple, zone, describes, vehicle, ability, deform, order, absorb, shock, minimise, impact, towards, people, car, tougher, outside, car, amplifies, impact, force, people, inside, thats, car, maker, making, panel, light, thin, material, decade, proven, safest, way, build, car, im, happy, thing, legal, europe, would, far, dangerous, vehicle, road",Positive
